1,-0.196,0.977716932
1,-0.192,0.976283295
1,-0.19,0.975514458
1,-0.178,0.970037159
1,-0.17,0.965366081
1,-0.162,0.959622125
1,-0.146,0.943630482
1,-0.138,0.932476518
1,-0.116,0.883814636
1,-0.108,0.856340379
1,-0.106,0.848363906
1,-0.092,0.777181631
1,-0.062,0.513021625
1,-0.046,0.329878817
1,-0.036,0.223210686
1,-0.034,0.203828524
1,-0.03,0.167572993
1,-0.026,0.135019148
1,0.008,0.036774288
1,0.034,0.185263153
1,0.04,0.243344595
1,0.042,0.264158733
1,0.062,0.490594621
1,0.072,0.598150253
1,0.074,0.617990456
1,0.08,0.673399852
1,0.086,0.722254265
1,0.102,0.821359052
1,0.11,0.856340379
1,0.118,0.883814636
1,0.168,0.962644935
1,0.192,0.975514458
1,0.194,0.976283295
1,0.196,0.977016823
1,0.21,0.981307925
1,0.268,0.990045849
1,0.272,0.99034877
1,0.274,0.990491152
1,0.288,0.991335861
1,0.29,0.991436747
1,0.294,0.991625039
1,0.302,0.991950747
1,0.314,0.992322485
1,0.318,0.9924173
1,0.352,0.992663996
1,0.36,0.992568325
1,0.37,0.992350213
1,0.388,0.991608238
1,0.39,0.991490664
1,0.408,0.989969273
1,0.424,0.987500683
1,0.452,0.975852502
1,0.47,0.946885508
1,0.474,0.931779807
1,0.482,0.87169449
1,0.492,0.621402077
1,0.494,0.518305041
1,0.51,-0.655017795
1,0.532,-0.964457939
1,0.544,-0.983637998
1,0.546,-0.985344167
1,0.55,-0.9880927
1,0.556,-0.991042798
1,0.568,-0.994539515
1,0.594,-0.997667688
1,0.602,-0.998129751
1,0.636,-0.999162067
1,0.652,-0.999393287
1,0.664,-0.999515699
1,0.67,-0.999565299
1,0.674,-0.999594879
1,0.68,-0.999634722
1,0.682,-0.999646917
1,0.686,-0.999669838
1,0.698,-0.999728465
1,0.712,-0.999781703
1,0.72,-0.999806499
1,0.732,-0.999837727
1,0.74,-0.99985528
1,0.754,-0.999880999
1,0.766,-0.999898976
1,0.782,-0.999918445
1,0.796,-0.999932187
1,0.814,-0.999946409
1,0.822,-0.99995173
1,0.856,-0.999969265
1,0.858,-0.999970091
1,0.894,-0.99998215
1,0.92,-0.999988344
1,0.926,-0.99998955
1,0.95,-0.9999937
1,0.984,-0.999997989
1,0.996,-0.999998777
