0.6,-0.196,0.535280054
0.6,-0.192,0.52304805
0.6,-0.19,0.516804463
0.6,-0.178,0.477654015
0.6,-0.17,0.450088672
0.6,-0.162,0.421533541
0.6,-0.146,0.362254207
0.6,-0.138,0.332000099
0.6,-0.116,0.249336332
0.6,-0.108,0.220308542
0.6,-0.106,0.21319569
0.6,-0.092,0.165477167
0.6,-0.062,0.079866596
0.6,-0.046,0.045995594
0.6,-0.036,0.029551348
0.6,-0.034,0.026715544
0.6,-0.03,0.021504277
0.6,-0.026,0.016911809
0.6,0.008,0.003384452
0.6,0.034,0.024032921
0.6,0.04,0.032539472
0.6,0.042,0.03567899
0.6,0.062,0.075144445
0.6,0.072,0.100076068
0.6,0.074,0.105447778
0.6,0.08,0.122290799
0.6,0.086,0.140168966
0.6,0.102,0.192269466
0.6,0.11,0.220308542
0.6,0.118,0.249336332
0.6,0.168,0.435923525
0.6,0.192,0.516804463
0.6,0.194,0.52304805
0.6,0.196,0.529207013
0.6,0.21,0.5698558
0.6,0.268,0.69057536
0.6,0.272,0.696188248
0.6,0.274,0.698872911
0.6,0.288,0.715448592
0.6,0.29,0.717506462
0.6,0.294,0.721394509
0.6,0.302,0.728270602
0.6,0.314,0.736366661
0.6,0.318,0.738477669
0.6,0.352,0.744182292
0.6,0.36,0.742083241
0.6,0.37,0.737326808
0.6,0.388,0.721775216
0.6,0.39,0.719401626
0.6,0.408,0.690729671
0.6,0.424,0.65097601
0.6,0.452,0.528732383
0.6,0.47,0.392369741
0.6,0.474,0.353517204
0.6,0.482,0.265177902
0.6,0.492,0.134582926
0.6,0.494,0.105951856
0.6,0.51,-0.143473503
0.6,0.532,-0.477101561
0.6,0.544,-0.618197305
0.6,0.546,-0.638202076
0.6,0.55,-0.675292714
0.6,0.556,-0.724021876
0.6,0.568,-0.799901518
0.6,0.594,-0.895988536
0.6,0.602,-0.913709233
0.6,0.636,-0.957991037
0.6,0.652,-0.968956575
0.6,0.664,-0.974941619
0.6,0.67,-0.977403878
0.6,0.674,-0.978882848
0.6,0.68,-0.980887562
0.6,0.682,-0.98150409
0.6,0.686,-0.98266667
0.6,0.698,-0.985662967
0.6,0.712,-0.988412778
0.6,0.72,-0.98970323
0.6,0.732,-0.991337335
0.6,0.74,-0.992260304
0.6,0.754,-0.993618608
0.6,0.766,-0.994572351
0.6,0.782,-0.995609227
0.6,0.796,-0.996343705
0.6,0.814,-0.997106194
0.6,0.822,-0.997392067
0.6,0.856,-0.998336669
0.6,0.858,-0.998381232
0.6,0.894,-0.999033201
0.6,0.92,-0.999368869
0.6,0.926,-0.999434276
0.6,0.95,-0.999659544
0.6,0.984,-0.999897072
0.6,0.996,-0.99994663
