0.4,-0.196,0.227171464
0.4,-0.192,0.220338585
0.4,-0.19,0.216907961
0.4,-0.178,0.19619879
0.4,-0.17,0.18235893
0.4,-0.162,0.168579461
0.4,-0.146,0.141498145
0.4,-0.138,0.128341157
0.4,-0.116,0.094157238
0.4,-0.108,0.082642283
0.4,-0.106,0.079852191
0.4,-0.092,0.061408233
0.4,-0.062,0.029207153
0.4,-0.046,0.016662475
0.4,-0.036,0.010593346
0.4,-0.034,0.009547665
0.4,-0.03,0.007626604
0.4,-0.026,0.005934161
0.4,0.008,0.000950822
0.4,0.034,0.00855867
0.4,0.04,0.011695456
0.4,0.042,0.012853719
0.4,0.062,0.027453672
0.4,0.072,0.036732724
0.4,0.074,0.038739502
0.4,0.08,0.04505207
0.4,0.086,0.051790608
0.4,0.102,0.071708332
0.4,0.11,0.082642283
0.4,0.118,0.094157238
0.4,0.168,0.175456978
0.4,0.192,0.216907961
0.4,0.194,0.220338585
0.4,0.196,0.223760137
0.4,0.21,0.247360707
0.4,0.268,0.331681545
0.4,0.272,0.336310211
0.4,0.274,0.33855276
0.4,0.288,0.352833458
0.4,0.29,0.354661321
0.4,0.294,0.358149785
0.4,0.302,0.364435103
0.4,0.314,0.372036568
0.4,0.318,0.374056843
0.4,0.352,0.379656043
0.4,0.36,0.377639208
0.4,0.37,0.373105414
0.4,0.388,0.358773478
0.4,0.39,0.356651628
0.4,0.408,0.332270964
0.4,0.424,0.301758577
0.4,0.452,0.224576754
0.4,0.47,0.156369102
0.4,0.474,0.139047295
0.4,0.482,0.101972899
0.4,0.492,0.051069849
0.4,0.494,0.040289946
0.4,0.51,-0.052715054
0.4,0.532,-0.196547953
0.4,0.544,-0.279300344
0.4,0.546,-0.293164164
0.4,0.55,-0.320847983
0.4,0.556,-0.362087493
0.4,0.568,-0.442411691
0.4,0.594,-0.598124162
0.4,0.602,-0.639362093
0.4,0.636,-0.776909992
0.4,0.652,-0.822694171
0.4,0.664,-0.850610984
0.4,0.67,-0.8627944
0.4,0.674,-0.870324939
0.4,0.68,-0.880800438
0.4,0.682,-0.884086354
0.4,0.686,-0.890367686
0.4,0.698,-0.907092193
0.4,0.712,-0.923165731
0.4,0.72,-0.930964692
0.4,0.732,-0.94108861
0.4,0.74,-0.946934155
0.4,0.754,-0.95571107
0.4,0.766,-0.962002164
0.4,0.782,-0.968966215
0.4,0.796,-0.973980211
0.4,0.814,-0.979258571
0.4,0.822,-0.981257149
0.4,0.856,-0.987938952
0.4,0.858,-0.988257178
0.4,0.894,-0.992944588
0.4,0.92,-0.995381351
0.4,0.926,-0.995858051
0.4,0.95,-0.997504606
0.4,0.984,-0.999260259
0.4,0.996,-0.999662605
